id	name	direction	gpr	pathway	enzyme	equation	reference
rxn10563[c0]	Hydroxyphenylpyruvate ferredoxin oxidoreductase	=	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis		cpd00010[c0] + cpd11621[c0] + cpd00868[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd03165[c0] 	 
rxn10562[c0]	Phenylpyruvate ferredoxin oxidoreductase	=	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis		cpd00010[c0] + cpd11621[c0] + cpd00143[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00452[c0] 	 
rxn00483[c0]	L-Tryptophan:2-oxoglutarate aminotransferase	=	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis	|2.6.1.27|	cpd00024[c0] + cpd00065[c0]  <=> cpd00023[c0] + cpd00278[c0] 	 
EX_cpd00430[e0]	EX_PACT[e0]	>		Exchange		cpd00430[e0]  <=> 0.0596 cpd15000[c0] 	 
EX_cpd00489[e0]	EX_4-Hydroxyphenylacetate[e0]	>		Exchange		cpd00489[e0] + 0.1461 cpd15000[c0]  <=> 	 
EX_cpd00703[e0]	EX_Indoleacetate[e0]	>		Exchange		cpd00703[e0]  <=> 0.1898 cpd15000[c0] 	 
rxn05166[c0]	Cobalt-ABC transport	>	(kb|g.575.peg.888 and kb|g.575.peg.886) or (kb|g.575.peg.1482 and kb|g.575.peg.1483 and kb|g.575.peg.1484)	Transport		cpd00001[c0] + cpd00002[c0] + cpd00149[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00149[c0] 	 
rxn10447[c0]	Calcium transport via ABC system	>	kb|g.575.peg.520 or kb|g.575.peg.710	Transport		cpd00001[c0] + cpd00002[c0] + cpd00063[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00063[c0] 	 
rxn01491[c0]	D-Fructose-1,6-bisphosphate phosphohydrolase	=		Methylglyoxal Metabolism	|3.1.3.68|	cpd00001[c0] + cpd00290[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00802[c0] 	 
F6PG3Pl	D-Fructose-6-phosphate D-glyceraldehyde-3-phosphate-lyase	>	kb|g.575.peg.293	Methylglyoxal Metabolism		cpd00009[c0] + cpd00802[c0]  -> cpd00095[c0] + cpd00102[c0] 	 
2OPs	2-Oxopropanal synthase	=	kb|g.575.peg.687	Methylglyoxal Metabolism		cpd00102[c0]  <=> cpd00009[c0] + cpd00428[c0] 	 
DKFPs1	6-Deoxy-5-ketofructose-1-phosphate synthase (Fructose-1,6-bisphosphate utilizing)	>	kb|g.575.peg.293	Methylglyoxal Metabolism		cpd00290[c0] + cpd00428[c0]  -> cpd00102[c0] + cpd15853[c0] 	 
DKFPs2	6-Deoxy-5-ketofructose-1-phosphate synthase (Fructose-1-phosphate utilizing)	>	kb|g.575.peg.293	Methylglyoxal Metabolism		cpd00802[c0] + cpd00428[c0]  -> cpd00102[c0] + cpd15853[c0] 	 
rxn01618[c0]	(S)-Lactaldehyde:NADP+ oxidoreductase	=		Methylglyoxal Metabolism	|1.2.1.49|	cpd00006[c0] + cpd00334[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00428[c0] 	 
LAFor	(S)-Lactaldehyde:F420 oxidoreductase	>		Methylglyoxal Metabolism		cpd00649[c0] + cpd00334[c0]  -> cpd00067[c0] + cpd00792[c0] + cpd00428[c0] 	 
GLYPs	Glycerone-phosphate synthase	=	kb|g.575.peg.142	Methylglyoxal Metabolism		cpd00020[c0] + cpd00055[c0]  <=> cpd00011[c0] + cpd00095[c0] 	 
rxn00149[c0]	Pyruvaldehyde:NAD+ oxidoreductase	>		None	|1.2.1.22|1.2.1.23|	cpd00001[c0] + cpd00003[c0] + cpd00428[c0]  -> 2 cpd00067[c0] + cpd00004[c0] + cpd00020[c0] 	 
rxn00150[c0]	Pyruvaldehyde:NADP+ oxidoreductase	>		None	|1.2.1.49|	cpd00001[c0] + cpd00006[c0] + cpd00428[c0]  -> 2 cpd00067[c0] + cpd00005[c0] + cpd00020[c0] 	 
rxn09249[c0]	Seryl-tRNA synthetase (selenocysteine)	=	kb|g.575.peg.879	Selenocysteine metabolism	|6.1.1.11|	cpd00002[c0] + cpd00054[c0] + cpd15573[c0]  <=> cpd00012[c0] + cpd00018[c0] + cpd15565[c0] 	 
rxn11751[c0]	L-seryl-tRNA(Sec) kinase	=	kb|g.575.peg.1490	Selenocysteine metabolism	|2.7.1.-|	cpd00002[c0] + cpd15565[c0]  <=> cpd00008[c0] + cpd16442[c0] 	 
rxn11752[c0]	O-phosphoseryl-tRNA(Sec) selenium transferase	=	kb|g.575.peg.595	Selenocysteine metabolism	|2.9.1.-|	3 cpd00067[c0] + cpd03078[c0] + cpd16442[c0]  <=> cpd00012[c0] + cpd15563[c0] 	 
rxn11950[c0]	rxn11950[c0]	=		Selenocysteine metabolism		cpd15563[c0]  <=> cpd16579[c0] 	 
rxn11571[c0]	Hydrogen selenide:NADP+ oxidoreductase	=	kb|g.575.peg.959	Selenocysteine metabolism	|1.8.1.-|	3 cpd00001[c0] + 3 cpd00006[c0] + cpd01078[c0]  <=> 3 cpd00067[c0] + 3 cpd00005[c0] + cpd03387[c0] 	 
rxn07210[c0]	Selenite:NADP+ oxidoreductase	=		Selenocysteine metabolism	|1.97.1.9|	cpd00001[c0] + cpd00006[c0] + cpd03387[c0]  <=> cpd00005[c0] + cpd03396[c0] 	 
SELt	Selenate transport	=		Transport		cpd03396[e0]  <=> cpd03396[c0] 	 
EX_cpd03396[e0]	EX_Selenate[e0]	=		Exchange		cpd03396[e0]  <=> 	 
EX_cpd15573[c0]	EX_tRNA(SeCys)[c0]	=		Exchange		cpd15573[c0]  <=> 	 
rxn01217[c0]	dCMP aminohydrolase	>	kb|g.575.peg.1426	None	|3.5.4.12|	cpd00067[c0] + cpd00001[c0] + cpd00206[c0]  -> cpd00013[c0] + cpd00299[c0] 	 
rxn00915[c0]	GMP:pyrophosphate phosphoribosyltransferase	>	kb|g.575.peg.145	Purine conversions	|2.4.2.7|2.4.2.8|2.4.2.22|	cpd00103[c0] + cpd00207[c0]  -> cpd00012[c0] + cpd00126[c0] 	 
rxn00836[c0]	IMP:pyrophosphate phosphoribosyltransferase	>	kb|g.575.peg.145	Purine conversions	2.4.2.8	cpd00103[c0] + cpd00226[c0]  -> cpd00012[c0] + cpd00114[c0] 	 
rxn13772[c0]	5-diphosphomevalonate carboxylase	=		Isoprenoid Biosynthesis; Archaeal Lipids	|4.1.1.33|	cpd00812[c0]  <=> cpd00011[c0] + cpd17039[c0] 	 
IPk	Isopentenyl phosphate kinase	=	kb|g.575.peg.1645	Isoprenoid Biosynthesis; Archaeal Lipids		cpd00009[c0] + cpd17039[c0]  <=> cpd00113[c0] 	 
rxn11998[c0]	Geranylgeranylglyceryl phosphate synthase	=	kb|g.575.peg.7	Archaeal Lipids	|2.5.1.41|	cpd00289[c0] + cpd00080[c0]  <=> cpd00012[c0] + cpd02797[c0] 	 
rxn03114[c0]	Geranylgeranyl diphosphate:sn-3-O-(geranylgeranyl)glycerol	=	kb|g.575.peg.1677	Archaeal Lipids	|2.5.1.42|	cpd00289[c0] + cpd02797[c0]  <=> cpd00012[c0] + cpd02824[c0] 	 
rxn14345[c0]	CTP:2,3-bis-O-(geranylgeranyl)-sn-glycerol-1-phosphatecytidylyltransferase	=	kb|g.575.peg.1698	Archaeal Lipids	 2.7.7.67	cpd00052[c0] + cpd02824[c0]  <=> cpd00012[c0] + cpd18042[c0] 	 
ARCSs	Archaetidylserine synthase	=	kb|g.575.peg.1171	Archaeal Lipids		cpd00054[c0] + cpd18042[c0]  <=> cpd00046[c0] + ARCHLS[c0] 	 
CDPDGGR	CDP-Archaeol Digeranylgeranylglycerophospholipid reductase	=	kb|g.575.peg.388	Archaeal Lipids		8 cpd11640[c0] + cpd18042[c0]  <=> SATARCHL[c0] 	 
ASDGGR	Archaetidylserine Digeranylgeranylglycerophospholipid reductase	=	kb|g.575.peg.388	Archaeal Lipids		8 cpd11640[c0] + ARCHLS[c0]  <=> SATARCHLS[c0] 	 
rxn10542[c0]	Hydrogen transport via diffusion	=		Transport		cpd11640[e0]  <=> cpd11640[c0] 	 
rxn10471[c0]	Methane transport via diffusion	=		Transport		cpd01024[e0]  <=> cpd01024[c0] 	 
rxn10568[c0]	Methanol: coenzyme M methyltransferase	=				cpd02246[c0] + cpd00116[c0]  <=> cpd00001[c0] + cpd02438[c0] 	 
rxn10570[c0]	Methanol diffusion	=				cpd00116[e0]  <=> cpd00116[c0] 	 
EX_cpd00116[e0]	EX_Methanol[e0]	=				cpd00116[e0] + 0.0302 cpd15000[c0]  <=> 	 
GIBBS_kJ/GDW	GIBBS_kJ/GDW	=				cpd15000[c0]  <=> 	 
