Rxn_ID	Rxn_Name	GPR	Subsystem	Formula	Readable_Formula
rxn00646[c0]	L-Glutamate L-cysteine gamma-ligase ADP-forming c0	MMP0437	Glutathione Biosynthesis	cpd00002[c0] + cpd00023[c0] + cpd00084[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00506[c0] 	ATP[c0] + L-Glutamate[c0] + L-Cysteine[c0]  -> H[c0] + Phosphate[c0] + ADP[c0] + gamma-Glutamylcysteine[c0] 	
rxn05466[c0]	Ammonia transport via diffusion c0	(MMP0068 and MMP0065)	Transport	cpd00013[e0]  -> cpd00013[c0] 	NH3[e0]  -> NH3[c0] 	
rxn09433[c0]	fatty acid synthase n-C16 0 c0		None	3 cpd00067[c0] + 2 cpd00005[c0] + cpd03847[c0] + cpd00070[c0]  -> cpd00011[c0] + cpd00010[c0] + cpd00001[c0] + 2 cpd00006[c0] + cpd00214[c0] 	3 H[c0] + 2 NADPH[c0] + Myristic_acid[c0] + Malonyl-CoA[c0]  -> CO2[c0] + CoA[c0] + H2O[c0] + 2 NADP[c0] + Palmitate[c0] 	
rxn05287[c0]	GGTT c0	MMP0045	Polyprenyl Diphosphate Biosynthesis	cpd00113[c0] + cpd00289[c0]  -> cpd00012[c0] + cpd02591[c0] 	Isopentenyldiphosphate[c0] + Geranylgeranyl_diphosphate[c0]  -> PPi[c0] + pendp[c0] 	
rxn11703[c0]	2-succinyl-6-hydroxy-2 4-cyclohexadiene-1-carboxylate synthase c0		Menaquinone and Phylloquinone Biosynthesis	cpd16335[c0]  -> cpd00020[c0] + cpd03451[c0] 	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate[c0]  -> Pyruvate[c0] + SHCHC[c0] 	
rxn05108[c0]	2-keto-4-methylthiobutyrate transamination c0	MMP1527	Methionine Salvage	cpd00023[c0] + cpd00869[c0]  -> cpd00060[c0] + cpd00024[c0] 	L-Glutamate[c0] + 4-methylthio_2-oxobutyrate[c0]  -> L-Methionine[c0] + 2-Oxoglutarate[c0] 	
rxn11702[c0]	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate c0		Menaquinone and Phylloquinone Biosynthesis	cpd00067[c0] + cpd00024[c0] + cpd00658[c0]  -> cpd00011[c0] + cpd16335[c0] 	H[c0] + 2-Oxoglutarate[c0] + Isochorismate[c0]  -> CO2[c0] + 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate[c0] 	
rxn05744[c0]	b-ketoacyl synthetase n-C14 0 c0		None	17 cpd00067[c0] + cpd00022[c0] + 12 cpd00005[c0] + 6 cpd00070[c0]  -> 6 cpd00011[c0] + 7 cpd00010[c0] + 5 cpd00001[c0] + 12 cpd00006[c0] + cpd03847[c0] 	17 H[c0] + Acetyl-CoA[c0] + 12 NADPH[c0] + 6 Malonyl-CoA[c0]  -> 6 CO2[c0] + 7 CoA[c0] + 5 H2O[c0] + 12 NADP[c0] + Myristic_acid[c0] 	
rxn03892[c0]	PPTT c0	MMP0045	Polyprenyl Diphosphate Biosynthesis	cpd00113[c0] + cpd02591[c0]  -> cpd00012[c0] + cpd00906[c0] 	Isopentenyldiphosphate[c0] + pendp[c0]  -> PPi[c0] + all-trans-Hexaprenyl_diphosphate[c0] 	
rxn02155[c0]	ATP nicotinamide-nucleotide adenylyltransferase c0		NAD/NADP Cofactor Biosynthesis	cpd00002[c0] + cpd00873[c0]  -> cpd00012[c0] + cpd00638[c0] 	ATP[c0] + Nicotinate_ribonucleotide[c0]  -> PPi[c0] + Deamido-NAD[c0] 	
rxn00258[c0]	Malonyl-CoA pyruvate carboxyltransferase c0		None	cpd00022[c0] + cpd00032[c0]  -> cpd00020[c0] + cpd00070[c0] 	Acetyl-CoA[c0] + Oxaloacetate[c0]  -> Pyruvate[c0] + Malonyl-CoA[c0] 	
rxn05104[c0]	S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase c0	MMP1187	Methionine Salvage	cpd02791[c0]  -> cpd00001[c0] + cpd11295[c0] 	methylthioribulose-1-phosphate[c0]  -> H2O[c0] + 2_3-diketo5-methylthio-1-phosphopentane[c0] 	
rxn05909[c0]	L-Serine hydro-lyase adding homocysteine c0		None	cpd00239[c0] + cpd00054[c0]  -> cpd00001[c0] + cpd00084[c0] 	H2S[c0] + L-Serine[c0]  -> H2O[c0] + L-Cysteine[c0] 	
rxn00157[c0]	Acetyl-CoA formate C-acetyltransferase c0	MMP0580	Formate Hydrogenase	cpd00010[c0] + cpd00020[c0]  -> cpd00022[c0] + cpd00047[c0] 	CoA[c0] + Pyruvate[c0]  -> Acetyl-CoA[c0] + Formate[c0] 	
rxn00178[c0]	Acetyl-CoA acetyl-CoA C-acetyltransferase c0	MMP1212	Branched Chain Amino Acid Degradation Regulons	2 cpd00022[c0]  -> cpd00010[c0] + cpd00279[c0] 	2 Acetyl-CoA[c0]  -> CoA[c0] + Acetoacetyl-CoA[c0] 	
rxn05024[c0]	rxn05024 c0		Menaquinone and Phylloquinone Biosynthesis	cpd00067[c0] + cpd02021[c0]  -> cpd00001[c0] + cpd11217[c0] 	H[c0] + Succinylbenzoyl-CoA[c0]  -> H2O[c0] + 1_4-Dihydroxy-2-naphthoyl-CoA[c0] 	
rxn00134[c0]	ATP adenosine 5'-phosphotransferase c0	MMP0418	Purine Conversions	cpd00002[c0] + cpd00182[c0]  -> cpd00008[c0] + cpd00018[c0] 	ATP[c0] + Adenosine[c0]  -> ADP[c0] + AMP[c0] 	
EX_cpd00254[e0]	EX Mg e0		Exchange	cpd00254[e0]  <=> 	Mg[e0]  <=> 	
EX_cpd00009[e0]	EX Phosphate e0		Exchange	cpd00009[e0]  <=> 	Phosphate[e0]  <=> 	
EX_cpd00067[e0]	EX H e0		Exchange	cpd00067[e0]  <=> 	H[e0]  <=> 	
EX_cpd00205[e0]	EX K e0		Exchange	cpd00205[e0]  <=> 	K[e0]  <=> 	
EX_cpd00209[e0]	EX Nitrate e0		Exchange	cpd00209[e0]  <=> 	Nitrate[e0]  <=> 	
EX_cpd00971[e0]	EX Na e0		Exchange	cpd00971[e0]  <=> 	Na[e0]  <=> 	
EX_cpd00129[e0]	EX L-Proline e0		Exchange	cpd00129[e0]  <=> 	L-Proline[e0]  <=> 	
EX_cpd00210[e0]	EX Taurine e0		Exchange	cpd00210[e0]  <=> 	Taurine[e0]  <=> 	
EX_cpd00053[e0]	EX L-Glutamine e0		Exchange	cpd00053[e0]  <=> 	L-Glutamine[e0]  <=> 	
EX_cpd00540[e0]	EX BET e0		Exchange	cpd00540[e0]  <=> 	BET[e0]  <=> 	
EX_cpd00226[e0]	EX HYXN e0		Exchange	cpd00226[e0]  <=> 	HYXN[e0]  <=> 	
EX_cpd10515[e0]	EX Fe2 e0		Exchange	cpd10515[e0]  <=> 	Fe2[e0]  <=> 	
EX_cpd00099[e0]	EX Cl- e0		Exchange	cpd00099[e0]  <=> 	Cl-[e0]  <=> 	
EX_cpd00047[e0]	EX Formate e0		Exchange	cpd00047[e0]  <=> 	Formate[e0]  <=> 	
EX_cpd00307[e0]	EX Cytosine e0		Exchange	cpd00307[e0]  <=> 	Cytosine[e0]  <=> 	
EX_cpd15302[c0]	EX glycogenn-1 c0		Exchange	cpd15302[c0]  <=> 	glycogenn-1[c0]  <=> 	
EX_cpd00092[e0]	EX Uracil e0		Exchange	cpd00092[e0]  <=> 	Uracil[e0]  <=> 	
EX_cpd00149[e0]	EX Co2 e0		Exchange	cpd00149[e0]  <=> 	Co2[e0]  <=> 	
EX_cpd00305[e0]	EX Thiamin e0		Exchange	cpd00305[e0]  <=> 	Thiamin[e0]  <=> 	
EX_cpd00073[e0]	EX Urea e0		Exchange	cpd00073[e0]  <=> 	Urea[e0]  <=> 	
EX_cpd10516[e0]	EX fe3 e0		Exchange	cpd10516[e0]  <=> 	fe3[e0]  <=> 	
EX_cpd00001[e0]	EX H2O e0		Exchange	cpd00001[e0]  <=> 	H2O[e0]  <=> 	
EX_cpd00011[e0]	EX CO2 e0		Exchange	cpd00011[e0]  <=> 	CO2[e0]  <=> 	
EX_cpd11416[c0]	EX Biomass c0		Exchange	cpd11416[c0]  <=> 	Biomass[c0]  <=> 	
EX_cpd00034[e0]	EX Zn2 e0		Exchange	cpd00034[e0]  <=> 	Zn2[e0]  <=> 	
EX_cpd01741[e0]	EX ddca e0		Exchange	cpd01741[e0]  <=> 	ddca[e0]  <=> 	
EX_cpd00355[e0]	EX Nicotinamide ribonucleotide e0		Exchange	cpd00355[e0]  <=> 	Nicotinamide_ribonucleotide[e0]  <=> 	
EX_cpd00058[e0]	EX Cu2 e0		Exchange	cpd00058[e0]  <=> 	Cu2[e0]  <=> 	
EX_cpd00558[e0]	EX Spermine e0		Exchange	cpd00558[e0]  <=> 	Spermine[e0]  <=> 	
EX_cpd00030[e0]	EX Mn2 e0		Exchange	cpd00030[e0]  <=> 	Mn2[e0]  <=> 	
EX_cpd00063[e0]	EX Ca2 e0		Exchange	cpd00063[e0]  <=> 	Ca2[e0]  <=> 	
EX_cpd00655[e0]	EX Dephospho-CoA e0		Exchange	cpd00655[e0]  <=> 	Dephospho-CoA[e0]  <=> 	
EX_cpd15269[e0]	EX octadecenoate e0		Exchange	cpd15269[e0]  <=> 	octadecenoate[e0]  <=> 	
EX_cpd03422[e0]	EX Cobinamide e0		Exchange	cpd03422[e0]  <=> 	Cobinamide[e0]  <=> 	
EX_cpd01080[e0]	EX ocdca e0		Exchange	cpd01080[e0]  <=> 	ocdca[e0]  <=> 	
EX_cpd00111[e0]	EX Oxidized glutathione e0		Exchange	cpd00111[e0]  <=> 	Oxidized_glutathione[e0]  <=> 	
EX_cpd03847[e0]	EX Myristic acid e0		Exchange	cpd03847[e0]  <=> 	Myristic_acid[e0]  <=> 	
EX_cpd00013[e0]	EX NH3 e0		Exchange	cpd00013[e0]  <=> 	NH3[e0]  <=> 	
EX_cpd01024[e0]	EX_Methane[e0]		Exchange	cpd01024[e0]  <=> 	Methane[e0]  <=> 	
EX_cpd11640[e0]	EX_Hydrogen[e0]		Exchange	 <=> cpd11640[e0] 	 <=> H2[e0] 	
HdrABC	HdrABC	((MMP0825 and MMP0821 and MMP0822 and MMP0823 and MMP0824) or (MMP1697 and MMP1692 and MMP1693 and MMP1694 and MMP1695 and MMP1696)) and ((MMP1053 and MMP1054) or (MMP1155 and MMP1154))	Methanogenesis	cpd11621[c0] + cpd02935[c0] + 2 cpd11640[c0]  -> 2 cpd00067[c0] + cpd11620[c0] + cpd02246[c0] + cpd02817[c0] 	Oxidizedferredoxin[c0] + CoM-S-S-CoB[c0] + 2 H2[c0]  -> 2 H[c0] + Reducedferredoxin[c0] + CoM[c0] + HTP[c0] 	
Eha/Ehb	Eha/Ehb	(MMP1448 and MMP1449 and MMP1450 and MMP1451 and MMP1452 and MMP1453 and MMP1454 and MMP1455 and MMP1456 and MMP1457 and MMP1458 and MMP1459 and MMP1460 and MMP1461 and MMP1462 and MMP1463 and MMP1464 and MMP1465 and MMP1466 and MMP1467) or (MMP1621 and MMP1622 and MMP1623 and MMP1624 and MMP1625 and MMP1626 and MMP1627 and MMP1628 and MMP1629 and MMP1073 and MMP1074 and MMP1469 and MMP0400 and MMP1153)	Methanogenesis	cpd11621[c0] + 2 cpd00971[e0] + cpd11640[c0]  -> 2 cpd00067[c0] + cpd11620[c0] + 2 cpd00971[c0] 	Oxidizedferredoxin[c0] + 2 Na[e0] + H2[c0]  -> 2 H[c0] + Reducedferredoxin[c0] + 2 Na[c0] 	
rxn04042[c0]	ADP:D-glucose 6-phosphotransferase	MMP1296	Glycolysis	cpd00008[c0] + cpd00027[c0]  <=> cpd00079[c0] + cpd00018[c0] 	ADP[c0] + D-Glucose[c0]  <=> D-glucose-6-phosphate[c0] + AMP[c0] 	
rxn04043[c0]	ADP:D-fructose-6-phosphate 1-phosphotransferase	MMP1296	Glycolysis	cpd00008[c0] + cpd00072[c0]  <=> cpd00290[c0] + cpd00018[c0] 	ADP[c0] + D-fructose-6-phosphate[c0]  <=> D-fructose-1_6-bisphosphate[c0] + AMP[c0] 	
rxn04026[c0]	Sulfopyruvate carboxy-lyase	MMP0411 and MMP1689	Coenzyme M Biosynthesis	cpd00067[c0] + cpd03285[c0]  -> cpd00011[c0] + cpd00460[c0] 	H[c0] + 3-sulfopyruvate[c0]  -> CO2[c0] + sulfoacetaldehyde[c0] 	
rxn04934[c0]	(R)-2-hydroxyacid:NAD+ oxidoreductase	MMP1133	Coenzyme M Biosynthesis	cpd00003[c0] + cpd08367[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd03285[c0] 	NAD[c0] + (2R)-3-sulfolactate[c0]  <=> H[c0] + NADH[c0] + 3-sulfopyruvate[c0] 	
rxn04036[c0]	(R)-2-phospho-3-sulfolactate phosphohydrolase	MMP0161	Coenzyme M Biosynthesis	cpd00001[c0] + cpd08366[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd08367[c0] 	H2O[c0] + 2R-Phosphosulfolactate[c0]  -> H[c0] + Phosphate[c0] + (2R)-3-sulfolactate[c0] 	
rxn07741[c0]	LL-2,6-diaminoheptanedioate:2-Oxoglutarate aminotransferase	MMP1527	None	cpd00067[c0] + cpd00001[c0] + cpd00023[c0] + cpd02465[c0]  <=> cpd00024[c0] + cpd00504[c0] 	H[c0] + H2O[c0] + L-Glutamate[c0] + tetrahydrodipicolinate[c0]  <=> 2-Oxoglutarate[c0] + LL-2_6-Diaminopimelate[c0] 	
rxn05109[c0]	Citramalate_synthase	MMP1018	None	cpd00022[c0] + cpd00001[c0] + cpd00020[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd00607[c0] 	Acetyl-CoA[c0] + H2O[c0] + Pyruvate[c0]  -> H[c0] + CoA[c0] + Citramalate[c0] 	
rxn02749[c0]	(R)-2-Methylmalate hydro-lyase	MMP1149	None	cpd00607[c0]  <=> cpd00001[c0] + cpd01502[c0] 	Citramalate[c0]  <=> H2O[c0] + Citraconate[c0] 	
rxn02751[c0]	Isopropylmalate_isomerase	MMP1480	None	2 cpd00067[c0] + cpd00001[c0] + cpd01502[c0]  <=> cpd11640[c0] + cpd03593[c0] 	2 H[c0] + H2O[c0] + Citraconate[c0]  <=> H2[c0] + D-erythro-3-methylmalate[c0] 	
rxn00735[c0]	Methylmalate_dehydrogenase	MMP0539	None	cpd00003[c0] + cpd11640[c0] + cpd03593[c0]  <=> 2 cpd00067[c0] + cpd00011[c0] + cpd00004[c0] + cpd00094[c0] 	NAD[c0] + H2[c0] + D-erythro-3-methylmalate[c0]  <=> 2 H[c0] + CO2[c0] + NADH[c0] + 2-Oxobutyrate[c0] 	
rxn08043[c0]	2-aceto-2-hydroxybutanoate synthase	MMP0650 or MMP0651	None	cpd00067[c0] + cpd00020[c0] + cpd00094[c0]  -> cpd00011[c0] + cpd00498[c0] 	H[c0] + Pyruvate[c0] + 2-Oxobutyrate[c0]  -> CO2[c0] + 2-Aceto-2-hydroxybutanoate[c0] 	
rxn08764[c0]	ketol-acid reductoisomerase (2-Acetolactate)	MMP0654	None	cpd00067[c0] + cpd00005[c0] + cpd00498[c0]  <=> cpd00006[c0] + cpd02535[c0] 	H[c0] + NADPH[c0] + 2-Aceto-2-hydroxybutanoate[c0]  <=> NADP[c0] + 2_3-Dihydroxy-3-methylvalerate[c0] 	
rxn00405[c0]	Arginine carboxy-lyase	MMP1582	Arginine and Ornithine Degradation	cpd00067[c0] + cpd00051[c0]  -> cpd00011[c0] + cpd00152[c0] 	H[c0] + L-Arginine[c0]  -> CO2[c0] + Agmatine[c0] 	
EX_cpd00029[e0]	Acetate exchange		Exchange	cpd00029[e0]  <=> 	Acetate[e0]  <=> 	
rxn10904[c0]	Acetate transport		Transport	cpd00029[e0]  <=> cpd00029[c0] 	Acetate[e0]  <=> Acetate[c0] 	
rxn10561[c0]	Indolepyruvate ferredoxin oxidoreductase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00010[c0] + cpd11621[c0] + cpd00278[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd11175[c0] 	CoA[c0] + Oxidizedferredoxin[c0] + Indole-3-pyruvate[c0]  <=> H[c0] + CO2[c0] + Reducedferredoxin[c0] + S-2-(indol-3-yl)acetyl-CoA[c0] 	
rxn06696[c0]	Hydrogen:5,10-methenyltetrahydromethanopterin oxidoreductase	MMP0127	Methanogenesis	cpd11640[c0] + cpd02655[c0]  <=> cpd00067[c0] + cpd02679[c0] 	H2[c0] + 5_10-Methenyltetrahydromethanopterin[c0]  <=> H[c0] + 5_10-Methylenetetrahydromethanopterin[c0] 	
ATPS	ATP synthase:Sodium utilizing	MMP1038 and MMP1039 and MMP1040 and MMP1041 and MMP1042 and MMP1043 and MMP1044 and MMP1045 and MMP1046	Methanogenesis	cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + 4 cpd00971[e0]  <=> cpd00001[c0] + cpd00002[c0] + 4 cpd00971[c0] 	H[c0] + Phosphate[c0] + ADP[c0] + 4 Na[e0]  <=> H2O[c0] + ATP[c0] + 4 Na[c0] 	
Fdh	Formate dehydrogenase	(MMP0138 and MMP0139) or (MMP1297 and MMP1298)	Methanogenesis	cpd00067[c0] + cpd00047[c0] + cpd00649[c0]  -> cpd00011[c0] + cpd00792[c0] 	H[c0] + Formate[c0] + Coenzyme_F420[c0]  -> CO2[c0] + Reduced_coenzyme_F420[c0] 	
Hdr_formate	Formate-utilizing heterodisulfide reductase	((MMP0825 or MMP1697) and ((MMP1053 and MMP1054) or (MMP1155 and MMP1154))) and ((MMP0138 and MMP0139) or (MMP1297 and MMP1298)) and (MMP1696 or MMP0821)	Methanogenesis	2 cpd00047[c0] + cpd11621[c0] + cpd02935[c0]  -> 2 cpd00011[c0] + cpd11620[c0] + cpd02246[c0] + cpd02817[c0] 	2 Formate[c0] + Oxidizedferredoxin[c0] + CoM-S-S-CoB[c0]  -> 2 CO2[c0] + Reducedferredoxin[c0] + CoM[c0] + HTP[c0] 	
rxn00249[c0]	(S)-Malate:NADP+ oxidoreductase	MMP0645	None	cpd00067[c0] + cpd00005[c0] + cpd00032[c0]  <=> cpd00006[c0] + cpd00130[c0] 	H[c0] + NADPH[c0] + Oxaloacetate[c0]  <=> NADP[c0] + L-Malate[c0] 	
Tfr	Thiol:fumarate reductase	MMP1277 and MMP1067	None	cpd00106[c0] + cpd02246[c0] + cpd02817[c0]  -> cpd00036[c0] + cpd02935[c0] 	Fumarate[c0] + CoM[c0] + HTP[c0]  -> Succinate[c0] + CoM-S-S-CoB[c0] 	
EX_cpd00035[e0]	EX L-Alanine e0		Exchange	cpd00035[e0]  -> 	L-Alanine[e0]  -> 	
EX_cpd00117[e0]	EX D-Alanine e0		Exchange	cpd00117[e0]  -> 	D-Alanine[e0]  -> 	
rxn05215[c0]	L-Alanine permease	MMP1511	Transport	cpd00971[e0] + cpd00035[e0]  <=> cpd00035[c0] + cpd00971[c0] 	Na[e0] + L-Alanine[e0]  <=> L-Alanine[c0] + Na[c0] 	
rxn13660[c0]	D-Alanine permease	MMP1511	Transport	cpd00971[e0] + cpd00117[e0]  <=> cpd00117[c0] + cpd00971[c0] 	Na[e0] + D-Alanine[e0]  <=> D-Alanine[c0] + Na[c0] 	
EX_cpd00528[e0]	EX Nitrogen e0		Exchange	cpd00528[e0]  -> 	N2[e0]  -> 	
rxn10577[c0]	Nitrogen exchange, diffusion		Transport	cpd00528[e0]  <=> cpd00528[c0] 	N2[e0]  <=> N2[c0] 	
rxn10541[c0]	H2S transport (diffusion)		Transport	cpd00239[e0]  <=> cpd00239[c0] 	H2S[e0]  <=> H2S[c0] 	
EX_cpd00239[e0]	EX_H2S[e0]		Exchange	cpd00239[e0]  <=> 	H2S[e0]  <=> 	
Dsr-LP	Dsr-LP	MMP0083	Sulfur Assimilation	3 cpd00001[c0] + cpd00003[c0] + cpd00239[c0]  -> 2 cpd00067[c0] + cpd00081[c0] + cpd00004[c0] + 2 cpd11640[c0] 	3 H2O[c0] + NAD[c0] + H2S[c0]  -> 2 H[c0] + Sulfite[c0] + NADH[c0] + 2 H2[c0] 	
rxn10434[c0]	alpha-ketoglutarate:CoA ligase	MMP0153	Coenzyme B Biosynthesis	cpd00022[c0] + cpd00024[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15886[c0] 	Acetyl-CoA[c0] + 2-Oxoglutarate[c0]  <=> H[c0] + CoA[c0] + trans-homoaconitate[c0] 	
rxn10608[c0]	trans-homoaconitate hydrolase		Coenzyme B Biosynthesis	cpd00001[c0] + cpd15886[c0]  <=> cpd15833[c0] 	H2O[c0] + trans-homoaconitate[c0]  <=> S-homocitrate[c0] 	
rxn10599[c0]	(S)-homocitrate dehydratase		Coenzyme B Biosynthesis	cpd15833[c0]  <=> cpd00001[c0] + cpd02483[c0] 	S-homocitrate[c0]  <=> H2O[c0] + cis-Homoaconitate[c0] 	
rxn10472[c0]	cis-homoaconitate hydrolase	MMP1480 and MMP0381	Coenzyme B Biosynthesis	cpd00001[c0] + cpd02483[c0]  <=> cpd15888[c0] 	H2O[c0] + cis-Homoaconitate[c0]  <=> threo-isohomocitrate[c0] 	
rxn10612[c0]	threo-isohomocitrate dehydrogenase	MMP0880	Coenzyme B Biosynthesis	cpd00003[c0] + cpd15888[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd15901[c0] 	NAD[c0] + threo-isohomocitrate[c0]  <=> CO2[c0] + NADH[c0] + 2-oxohexanedioic_acid[c0] 	
rxn10433[c0]	alpha-ketoadipate:CoA ligase	MMP0153	Coenzyme B Biosynthesis	cpd00022[c0] + cpd00001[c0] + cpd15901[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15831[c0] 	Acetyl-CoA[c0] + H2O[c0] + 2-oxohexanedioic_acid[c0]  <=> H[c0] + CoA[c0] + (R)-(homo)2citrate[c0] 	
rxn10595[c0]	(R)-(homo)2citrate dehydratase	MMP1480 and MMP0381	Coenzyme B Biosynthesis	cpd15831[c0]  <=> cpd00001[c0] + cpd15882[c0] 	(R)-(homo)2citrate[c0]  <=> H2O[c0] + cis-(homo)2aconitate[c0] 	
rxn10468[c0]	cis-(homo)2aconitate hydrolase	MMP1480 and MMP0381	Coenzyme B Biosynthesis	cpd00001[c0] + cpd15882[c0]  <=> cpd15908[c0] 	H2O[c0] + cis-(homo)2aconitate[c0]  <=> (-)threo-iso(homo)2citrate[c0] 	
rxn10610[c0]	threo-iso(homo)2citrate dehydrogenase	MMP0880	Coenzyme B Biosynthesis	cpd00003[c0] + cpd15908[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd15900[c0] 	NAD[c0] + (-)threo-iso(homo)2citrate[c0]  <=> CO2[c0] + NADH[c0] + 2-oxoheptanedioic_acid[c0] 	
rxn10435[c0]	alpha-ketopimelate:CoA ligase	MMP0153	Coenzyme B Biosynthesis	cpd00022[c0] + cpd00001[c0] + cpd15900[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15832[c0] 	Acetyl-CoA[c0] + H2O[c0] + 2-oxoheptanedioic_acid[c0]  <=> H[c0] + CoA[c0] + (R)-(homo)3citrate[c0] 	
rxn10596[c0]	(R)-(homo)3citrate dehydratase	MMP1480 and MMP0381	Coenzyme B Biosynthesis	cpd15832[c0]  <=> cpd00001[c0] + cpd15883[c0] 	(R)-(homo)3citrate[c0]  <=> H2O[c0] + cis-(homo)3aconitate[c0] 	
rxn10469[c0]	cis-(homo)3aconitate hydrolase	MMP1480 and MMP0381	Coenzyme B Biosynthesis	cpd00001[c0] + cpd15883[c0]  <=> cpd15909[c0] 	H2O[c0] + cis-(homo)3aconitate[c0]  <=> (-)threo-iso(homo)3citrate[c0] 	
rxn10611[c0]	threo-iso(homo)3citrate dehydrogenase	MMP0880	Coenzyme B Biosynthesis	cpd00003[c0] + cpd15909[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd16398[c0] 	NAD[c0] + (-)threo-iso(homo)3citrate[c0]  <=> CO2[c0] + NADH[c0] + 2-Oxosuberate[c0] 	
rxn11855[c0]	rxn11855		Coenzyme B Biosynthesis	cpd00067[c0] + cpd16398[c0]  <=> cpd00011[c0] + cpd15829[c0] 	H[c0] + 2-Oxosuberate[c0]  <=> CO2[c0] + 7-oxoheptanoic_acid[c0] 	
rxn10424[c0]	7-mercaptoheptanoate synthase		Coenzyme B Biosynthesis	cpd00067[c0] + cpd00004[c0] + cpd00084[c0] + cpd15829[c0]  <=> cpd00003[c0] + cpd00054[c0] + cpd15827[c0] 	H[c0] + NADH[c0] + L-Cysteine[c0] + 7-oxoheptanoic_acid[c0]  <=> NAD[c0] + L-Serine[c0] + 7-mercaptoheptanoic_acid[c0] 	
rxn10425[c0]	7-mercaptoheptanoylthreonine synthase		Coenzyme B Biosynthesis	cpd00161[c0] + cpd00002[c0] + cpd15827[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd15828[c0] 	L-Threonine[c0] + ATP[c0] + 7-mercaptoheptanoic_acid[c0]  <=> H[c0] + Phosphate[c0] + ADP[c0] + 7-mercaptoheptanoylthreonine[c0] 	
rxn10475[c0]	Coenzyme B synthase		Coenzyme B Biosynthesis	cpd00002[c0] + cpd15828[c0]  <=> cpd00008[c0] + cpd02817[c0] 	ATP[c0] + 7-mercaptoheptanoylthreonine[c0]  <=> ADP[c0] + HTP[c0] 	
MptA	MptA	MMP0034	Tetrahydromethanopterin Biosynthesis	cpd00001[c0] + cpd00038[c0]  -> cpd00067[c0] + cpd00047[c0] + cpd00012[c0] + cpd15850[c0] 	H2O[c0] + GTP[c0]  -> H[c0] + Formate[c0] + PPi[c0] + 7,8-dihydronepterin_2_3-cyclicphosphate[c0] 	
rxn10490[c0]	7,8-dihydronepterin 2':3'-cyclicphosphate hydrolase	MMP0230	Tetrahydromethanopterin Biosynthesis	cpd00001[c0] + cpd15850[c0]  -> cpd03521[c0] 	H2O[c0] + 7,8-dihydronepterin_2_3-cyclicphosphate[c0]  -> Dihydroneopterin_phosphate[c0] 	
rxn03168[c0]	Dihydroneopterin monophosphate dephosphorylase		Tetrahydromethanopterin Biosynthesis	cpd00001[c0] + cpd03521[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd02961[c0] 	H2O[c0] + Dihydroneopterin_phosphate[c0]  <=> H[c0] + Phosphate[c0] + Dihydroneopterin[c0] 	
rxn02504[c0]	Dihydroneopterin aldolase	MMP0243	Tetrahydromethanopterin Biosynthesis	cpd02961[c0]  <=> cpd00954[c0] + cpd00229[c0] 	Dihydroneopterin[c0]  <=> 6-hydroxymethyl_dihydropterin[c0] + Glycolaldehyde[c0] 	
rxn02503[c0]	ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	MMP0579	Tetrahydromethanopterin Biosynthesis	cpd00002[c0] + cpd00954[c0]  <=> cpd00018[c0] + cpd02920[c0] 	ATP[c0] + 6-hydroxymethyl_dihydropterin[c0]  <=> AMP[c0] + 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate[c0] 	
rxn10446[c0]	beta-ribofuranosylaminobenzene 5'-phosphate synthase	MMP0279	Tetrahydromethanopterin Biosynthesis	cpd00103[c0] + cpd00443[c0]  <=> cpd00011[c0] + cpd00012[c0] + cpd15830[c0] 	PRPP[c0] + ABEE[c0]  <=> CO2[c0] + PPi[c0] + 4-(B-D-ribofuranosyl)aminobenzene_5-phosphate[c0] 	
